security_requirement, need_stream_cipher, sensitive_domain, circuit_area_max, circuit_area_min, throughput_max, throughput_min, hardware_type, energy, recommendation_id
Privacy, 0, 0, 1800, 2500, 2.8, 193.9,Application-specific Integrated Circuit (ASIC),Ultra-low Power,10
Privacy, 0, 0, 2501, 8600, 133.3, 6400.1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,16
Privacy, 0, 0, 810, 970, 4.2, 5.1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,17
Privacy, 0, 0, 971, 1110, 3.4, 16.3,Application-specific Integrated Circuit (ASIC),Ultra-low Power,17
Privacy, 0, 0, 1111, 14000, 3.0, 12.1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,13
Privacy, 0, 0, 1401, 1570, 177.8, 237,Application-specific Integrated Circuit (ASIC),Ultra-low Power,13
Non-repudiation, , 1, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Ultra-low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Ultra-low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Ultra-low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Ultra-low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Ultra-low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Field-programmable Gate Array (FPGA),Ultra-low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,41
Non-repudiation, , 1, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,41
Non-repudiation, , 0, 1, 1, 1, 1,Application-specific Integrated Circuit (ASIC),Ultra-low Power,41
Confidentiality plus Authenticity, 1, 1, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Low Power,29
Confidentiality plus Authenticity, 1, 1, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 1, 1, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 1, 1, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 1, 0, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Low Power,29
Confidentiality plus Authenticity, 1, 0, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 1, 0, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 1, 0, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 0, 1, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 0, 1, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Low Power,31
Confidentiality plus Authenticity, 0, 1, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Low Power,32
Confidentiality plus Authenticity, 0, 1, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Low Power,33
Confidentiality plus Authenticity, 0, 0, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Low Power,34
Confidentiality plus Authenticity, 0, 0, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Low Power,31
Confidentiality plus Authenticity, 0, 0, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Low Power,35
Confidentiality plus Authenticity, 0, 0, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Low Power,30
Confidentiality plus Authenticity, 1, 1, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Ultra-low Power,29
Confidentiality plus Authenticity, 1, 1, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 1, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 1, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 0, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Ultra-low Power,29
Confidentiality plus Authenticity, 1, 0, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 0, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 0, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Ultra-low Power,30
Confidentiality plus Authenticity, 0, 1, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Ultra-low Power,32
Confidentiality plus Authenticity, 0, 1, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Ultra-low Power,34
Confidentiality plus Authenticity, 0, 1, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Ultra-low Power,35
Confidentiality plus Authenticity, 0, 1, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Ultra-low Power,30
Confidentiality plus Authenticity, 0, 0, 1348, 4500, 1, 256.9,Field-programmable Gate Array (FPGA),Ultra-low Power,36
Confidentiality plus Authenticity, 0, 0, 891, 1347.9, 1.0, 280.9,Field-programmable Gate Array (FPGA),Ultra-low Power,34
Confidentiality plus Authenticity, 0, 0, 413, 890.9, 1, 347,Field-programmable Gate Array (FPGA),Ultra-low Power,35
Confidentiality plus Authenticity, 0, 0, 135, 412.9, 1, 389,Field-programmable Gate Array (FPGA),Ultra-low Power,37
Confidentiality plus Authenticity, 1, 1, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Low Power,29
Confidentiality plus Authenticity, 1, 1, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 1, 1, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 1, 1, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 1, 0, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Low Power,29
Confidentiality plus Authenticity, 1, 0, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 1, 0, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 1, 0, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 0, 1, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 0, 1, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Low Power,31
Confidentiality plus Authenticity, 0, 1, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Low Power,32
Confidentiality plus Authenticity, 0, 1, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Low Power,33
Confidentiality plus Authenticity, 0, 0, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Low Power,34
Confidentiality plus Authenticity, 0, 0, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Low Power,31
Confidentiality plus Authenticity, 0, 0, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Low Power,35
Confidentiality plus Authenticity, 0, 0, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Low Power,30
Confidentiality plus Authenticity, 1, 1, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,29
Confidentiality plus Authenticity, 1, 1, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 1, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 1, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 0, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,29
Confidentiality plus Authenticity, 1, 0, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 0, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Ultra-low Power,30
Confidentiality plus Authenticity, 1, 0, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,30
Confidentiality plus Authenticity, 0, 1, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,32
Confidentiality plus Authenticity, 0, 1, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Ultra-low Power,34
Confidentiality plus Authenticity, 0, 1, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Ultra-low Power,35
Confidentiality plus Authenticity, 0, 1, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,30
Confidentiality plus Authenticity, 0, 0, 7950, 9000, 1, 5.5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,36
Confidentiality plus Authenticity, 0, 0, 6000, 7949, 1, 5.3,Application-specific Integrated Circuit (ASIC),Ultra-low Power,34
Confidentiality plus Authenticity, 0, 0, 3100, 5999, 1, 6,Application-specific Integrated Circuit (ASIC),Ultra-low Power,35
Confidentiality plus Authenticity, 0, 0, 2860, 3099, 1, 5,Application-specific Integrated Circuit (ASIC),Ultra-low Power,37
